año,trimestre,provincia,accesos_telefonía_fija_(total),accesos_telefonía_fija_(hogares),accesos_telefonía_fija_(comercial),accesos_telefonía_fija_(gobierno),accesos_telefonía_fija_(otros)
2019,1,Salta,122902,108627,9676,514,4085
2019,1,San Juan,85905,75928,6763,359,2855
2019,1,San Luis,42908,37925,3378,179,1426
2019,1,Santa Cruz,34171,30202,2690,143,1136
2019,1,Santa Fe,685178,605596,53942,2865,22775
2019,1,Santiago del Estero,72886,64420,5738,305,2423
2019,1,Tierra del Fuego,25181,22257,1982,105,837
2019,1,Tucumán,206715,182705,16274,865,6871
2018,4,Buenos Aires,4558545,4074597,332712,18514,132722
2018,4,Capital Federal,1753365,1567223,127972,7121,51049
2018,4,Catamarca,36970,33046,2698,150,1076
2018,4,Chaco,95754,85588,6989,389,2788
2018,4,Chubut,117520,105044,8577,477,3422
2018,4,Córdoba,671019,599782,48975,2725,19537
2018,4,Corrientes,96921,86631,7074,394,2822
2018,4,Entre Ríos,207407,185388,15138,842,6039
2018,4,Formosa,38705,34596,2825,157,1127
2018,4,Jujuy,52432,46865,3827,213,1527
2018,4,La Pampa,76460,68342,5581,311,2226
2018,4,La Rioja,33864,30268,2472,138,986
2018,4,Mendoza,360697,322404,26326,1465,10502
2018,4,Misiones,104246,93179,7609,423,3035
2018,4,Neuquén,109166,97577,7968,443,3178
2018,4,Río Negro,139693,124863,10196,567,4067
2018,4,Salta,126296,112888,9218,513,3677
2018,4,San Juan,115257,103021,8412,468,3356
2018,4,San Luis,51830,46328,3783,210,1509
2018,4,Santa Cruz,44277,39576,3232,180,1289
2018,4,Santa Fe,697606,623546,50916,2833,20311
2018,4,Santiago del Estero,74168,66295,5413,301,2159
2018,4,Tierra del Fuego,33372,29828,2436,136,972
2018,4,Tucumán,210346,188016,15352,854,6124
2018,3,Buenos Aires,4492692,4011556,328786,17993,134357
2018,3,Capital Federal,1775534,1585386,129938,7111,53099
2018,3,Catamarca,37877,33820,2772,152,1133
2018,3,Chaco,91629,81816,6706,367,2740
2018,3,Chubut,116981,104453,8561,469,3498
2018,3,Córdoba,674653,602402,49373,2702,20176
2018,3,Corrientes,94809,84656,6938,380,2835
2018,3,Entre Ríos,200199,178759,14651,802,5987
2018,3,Formosa,39405,35185,2884,158,1178
2018,3,Jujuy,53058,47376,3883,212,1587
2018,3,La Pampa,75708,67601,5540,303,2264
2018,3,La Rioja,34553,30853,2529,138,1033
2018,3,Mendoza,360459,321856,26379,1444,10780
2018,3,Misiones,103894,92768,7603,416,3107
2018,3,Neuquén,97134,86731,7109,389,2905
2018,3,Río Negro,139713,124750,10225,560,4178
2018,3,Salta,129587,115710,9483,519,3875
2018,3,San Juan,115192,102856,8430,461,3445
2018,3,San Luis,44305,39561,3242,177,1325
2018,3,Santa Cruz,44198,39464,3235,177,1322
2018,3,Santa Fe,672622,600589,49224,2694,20115
2018,3,Santiago del Estero,53667,47920,3927,215,1605
2018,3,Tierra del Fuego,33372,29798,2442,134,998
2018,3,Tucumán,213747,190856,15643,856,6392
2018,2,Buenos Aires,4477907,3986269,328629,17754,145255
2018,2,Capital Federal,1742825,1551477,127904,6910,56534
2018,2,Catamarca,38159,33970,2800,151,1238
2018,2,Chaco,97970,87214,7190,388,3178
2018,2,Chubut,117005,104159,8587,464,3795
2018,2,Córdoba,683794,608719,50183,2711,22181
2018,2,Corrientes,99001,88131,7266,393,3211
2018,2,Entre Ríos,213670,190211,15681,847,6931
2018,2,Formosa,39741,35377,2917,158,1289
2018,2,Jujuy,53642,47752,3937,213,1740
2018,2,La Pampa,75704,67392,5556,300,2456
2018,2,La Rioja,35170,31309,2581,139,1141
2018,2,Mendoza,360453,320879,26453,1429,11692
2018,2,Misiones,108094,96226,7933,429,3506
2018,2,Neuquén,97148,86482,7130,385,3151
2018,2,Río Negro,139757,124413,10257,554,4533
2018,2,Salta,131938,117452,9683,523,4280
2018,2,San Juan,115192,102544,8454,457,3737
2018,2,San Luis,44326,39459,3253,176,1438
2018,2,Santa Cruz,44258,39399,3248,175,1436
2018,2,Santa Fe,685345,610100,50297,2717,22231
2018,2,Santiago del Estero,55208,49146,4052,219,1791
2018,2,Tierra del Fuego,33372,29708,2449,132,1083
2018,2,Tucumán,214298,190770,15727,850,6951
2018,1,Buenos Aires,4437761,3897738,326697,17191,196135
2018,1,Capital Federal,1732094,1521319,127512,6710,76553
2018,1,Catamarca,38375,33705,2825,149,1696
2018,1,Chaco,99037,86985,7291,384,4377
2018,1,Chubut,113978,100108,8391,442,5037
2018,1,Córdoba,691843,607654,50932,2680,30577
2018,1,Corrientes,99564,87448,7330,386,4400
2018,1,Entre Ríos,215675,189431,15877,835,9532
2018,1,Formosa,40111,35230,2953,155,1773
2018,1,Jujuy,54304,47696,3998,210,2400
2018,1,La Pampa,75269,66109,5541,292,3327
2018,1,La Rioja,35980,31602,2649,139,1590
2018,1,Mendoza,360420,316562,26533,1396,15929
2018,1,Misiones,103398,90815,7612,401,4570
2018,1,Neuquén,97217,85386,7157,377,4297
2018,1,Río Negro,139844,122826,10295,542,6181
2018,1,Salta,134030,117720,9867,519,5924
2018,1,San Juan,115192,101175,8480,446,5091
2018,1,San Luis,44327,38933,3263,172,1959
2018,1,Santa Cruz,44206,38827,3254,171,1954
2018,1,Santa Fe,689027,605181,50724,2669,30453
2018,1,Santiago del Estero,57141,50188,4207,221,2525
2018,1,Tierra del Fuego,33372,29311,2457,129,1475
2018,1,Tucumán,214755,188622,15810,832,9491
2017,4,Buenos Aires,4881863,4268288,343324,18011,252240
2017,4,Capital Federal,1618260,1414870,113807,5970,83613
2017,4,Catamarca,38665,33805,2719,143,1998
2017,4,Chaco,102077,89247,7179,377,5274
2017,4,Chubut,122592,107185,8621,452,6334
2017,4,Córdoba,704306,615786,49531,2598,36391
2017,4,Corrientes,102049,89223,7177,376,5273
2017,4,Entre Ríos,223126,195082,15692,823,11529
2017,4,Formosa,41139,35968,2893,152,2126
2017,4,Jujuy,56418,49327,3968,208,2915
2017,4,La Pampa,83364,72886,5863,308,4307
2017,4,La Rioja,37770,33023,2656,139,1952
2017,4,Mendoza,381118,333217,26803,1406,19692
2017,4,Misiones,115189,100711,8101,425,5952
2017,4,Neuquén,101846,89046,7162,376,5262
2017,4,Río Negro,145598,127299,10239,537,7523
2017,4,Salta,139346,121832,9800,514,7200
2017,4,San Juan,114113,99771,8025,421,5896
2017,4,San Luis,53797,47036,3783,198,2780
2017,4,Santa Cruz,47233,41297,3322,174,2440
2017,4,Santa Fe,742944,649567,52249,2741,38387
2017,4,Santiago del Estero,64481,56376,4535,238,3332
2017,4,Tierra del Fuego,38952,34056,2739,144,2013
2017,4,Tucumán,211561,184971,14878,781,10931
2017,3,Buenos Aires,4780187,4166450,341904,17491,254342
2017,3,Capital Federal,1605054,1398978,114802,5873,85401
2017,3,Catamarca,38840,33853,2778,142,2067
2017,3,Chaco,102824,89623,7354,376,5471
2017,3,Chubut,118225,103046,8456,433,6290
2017,3,Córdoba,704433,613989,50385,2578,37481
2017,3,Corrientes,102558,89391,7335,375,5457
2017,3,Entre Ríos,224703,195853,16072,822,11956
2017,3,Formosa,41233,35939,2949,151,2194
2017,3,Jujuy,56581,49316,4047,207,3011
2017,3,La Pampa,82810,72178,5923,303,4406
2017,3,La Rioja,38014,33133,2719,139,2023
2017,3,Mendoza,377803,329297,27022,1382,20102
2017,3,Misiones,110690,96478,7917,405,5890
2017,3,Neuquén,101751,88687,7278,372,5414
2017,3,Río Negro,143888,125414,10292,526,7656
2017,3,Salta,139723,121784,9994,511,7434
2017,3,San Juan,112398,97968,8039,411,5980
2017,3,San Luis,53793,46886,3848,197,2862
2017,3,Santa Cruz,44728,38985,3199,164,2380
2017,3,Santa Fe,739999,644988,52929,2708,39374
2017,3,Santiago del Estero,65541,57126,4688,240,3487
2017,3,Tierra del Fuego,38815,33832,2776,142,2065
2017,3,Tucumán,211547,184386,15131,774,11256
2017,2,Buenos Aires,4916108,4280149,359598,18042,258319
2017,2,Capital Federal,1580199,1375781,115587,5799,83032
2017,2,Catamarca,38551,33564,2820,141,2026
2017,2,Chaco,103002,89678,7534,378,5412
2017,2,Chubut,115321,100403,8435,423,6060
2017,2,Córdoba,703322,612339,51446,2581,36956
2017,2,Corrientes,102444,89192,7493,376,5383
2017,2,Entre Ríos,225017,195908,16459,826,11824
2017,2,Formosa,40743,35472,2980,150,2141
2017,2,Jujuy,56381,49087,4124,207,2963
2017,2,La Pampa,81939,71338,5994,301,4306
2017,2,La Rioja,37869,32970,2770,139,1990
2017,2,Mendoza,370071,322197,27070,1358,19446
2017,2,Misiones,110533,96234,8085,406,5808
2017,2,Neuquén,98956,86155,7238,363,5200
2017,2,Río Negro,141053,122805,10318,518,7412
2017,2,Salta,139208,121199,10183,511,7315
2017,2,San Juan,107299,93418,7849,394,5638
2017,2,San Luis,53178,46299,3890,195,2794
2017,2,Santa Cruz,44254,38530,3237,162,2325
2017,2,Santa Fe,741843,645875,54264,2723,38981
2017,2,Santiago del Estero,66024,57484,4829,242,3469
2017,2,Tierra del Fuego,37976,33064,2778,139,1995
2017,2,Tucumán,210228,183031,15378,772,11047
2017,1,Buenos Aires,4872542,4259081,343205,18007,252249
2017,1,Capital Federal,1608800,1406249,113318,5946,83287
2017,1,Catamarca,38665,33797,2723,143,2002
2017,1,Chaco,102077,89226,7190,377,5284
2017,1,Chubut,122592,107157,8635,453,6347
2017,1,Córdoba,702744,614267,49499,2597,36381
2017,1,Corrientes,102049,89201,7188,377,5283
2017,1,Entre Ríos,223126,195034,15716,825,11551
2017,1,Formosa,41139,35959,2898,152,2130
2017,1,Jujuy,56418,49314,3974,209,2921
2017,1,La Pampa,83364,72868,5872,308,4316
2017,1,La Rioja,37770,33015,2660,140,1955
2017,1,Mendoza,381118,333135,26845,1408,19730
2017,1,Misiones,115189,100687,8113,426,5963
2017,1,Neuquén,101846,89023,7174,376,5273
2017,1,Río Negro,145598,127267,10255,538,7538
2017,1,Salta,139346,121802,9815,515,7214
2017,1,San Juan,114113,99745,8038,422,5908
2017,1,San Luis,53797,47024,3789,199,2785
2017,1,Santa Cruz,47233,41286,3327,175,2445
2017,1,Santa Fe,741856,648454,52254,2742,38406
2017,1,Santiago del Estero,64481,56363,4542,238,3338
2017,1,Tierra del Fuego,38952,34047,2744,144,2017
2017,1,Tucumán,211561,184925,14902,782,10952
2016,4,Buenos Aires,4881863,4268288,343324,18011,252240
2016,4,Capital Federal,1618260,1414870,113807,5970,83613
2016,4,Catamarca,38665,33805,2719,143,1998
2016,4,Chaco,102077,89247,7179,377,5274
2016,4,Chubut,122592,107185,8621,452,6334
2016,4,Córdoba,704306,615786,49531,2598,36391
2016,4,Corrientes,102049,89223,7177,376,5273
2016,4,Entre Ríos,223126,195082,15692,823,11529
2016,4,Formosa,41139,35968,2893,152,2126
2016,4,Jujuy,56418,49327,3968,208,2915
2016,4,La Pampa,83364,72886,5863,308,4307
2016,4,La Rioja,37770,33023,2656,139,1952
2016,4,Mendoza,381118,333217,26803,1406,19692
2016,4,Misiones,115189,100711,8101,425,5952
2016,4,Neuquén,101846,89046,7162,376,5262
2016,4,Río Negro,145598,127299,10239,537,7523
2016,4,Salta,139346,121832,9800,514,7200
2016,4,San Juan,114113,99771,8025,421,5896
2016,4,San Luis,53797,47036,3783,198,2780
2016,4,Santa Cruz,47233,41297,3322,174,2440
2016,4,Santa Fe,742944,649567,52249,2741,38387
2016,4,Santiago del Estero,64481,56376,4535,238,3332
2016,4,Tierra del Fuego,38952,34056,2739,144,2013
2016,4,Tucumán,211561,184971,14878,781,10931
2016,3,Buenos Aires,4780187,4166450,341904,17491,254342
2016,3,Capital Federal,1605054,1398978,114802,5873,85401
2016,3,Catamarca,38840,33853,2778,142,2067
2016,3,Chaco,102824,89623,7354,376,5471
2016,3,Chubut,118225,103046,8456,433,6290
2016,3,Córdoba,704433,613989,50385,2578,37481
2016,3,Corrientes,102558,89391,7335,375,5457
2016,3,Entre Ríos,224703,195853,16072,822,11956
2016,3,Formosa,41233,35939,2949,151,2194
2016,3,Jujuy,56581,49316,4047,207,3011
2016,3,La Pampa,82810,72178,5923,303,4406
2016,3,La Rioja,38014,33133,2719,139,2023
2016,3,Mendoza,377803,329297,27022,1382,20102
2016,3,Misiones,110690,96478,7917,405,5890
2016,3,Neuquén,101751,88687,7278,372,5414
2016,3,Río Negro,143888,125414,10292,526,7656
2016,3,Salta,139723,121784,9994,511,7434
2016,3,San Juan,112398,97968,8039,411,5980
2016,3,San Luis,53793,46886,3848,197,2862
2016,3,Santa Cruz,44728,38985,3199,164,2380
2016,3,Santa Fe,739999,644988,52929,2708,39374
2016,3,Santiago del Estero,65541,57126,4688,240,3487
2016,3,Tierra del Fuego,38815,33832,2776,142,2065
2016,3,Tucumán,211547,184386,15131,774,11256
2016,2,Buenos Aires,4916108,4280149,359598,18042,258319
2016,2,Capital Federal,1580199,1375781,115587,5799,83032
2016,2,Catamarca,38551,33564,2820,141,2026
2016,2,Chaco,103002,89678,7534,378,5412
2016,2,Chubut,115321,100403,8435,423,6060
2016,2,Córdoba,703322,612339,51446,2581,36956
2016,2,Corrientes,102444,89192,7493,376,5383
2016,2,Entre Ríos,225017,195908,16459,826,11824
2016,2,Formosa,40743,35472,2980,150,2141
2016,2,Jujuy,56381,49087,4124,207,2963
2016,2,La Pampa,81939,71338,5994,301,4306
2016,2,La Rioja,37869,32970,2770,139,1990
2016,2,Mendoza,370071,322197,27070,1358,19446
2016,2,Misiones,110533,96234,8085,406,5808
2016,2,Neuquén,98956,86155,7238,363,5200
2016,2,Río Negro,141053,122805,10318,518,7412
2016,2,Salta,139208,121199,10183,511,7315
2016,2,San Juan,107299,93418,7849,394,5638
2016,2,San Luis,53178,46299,3890,195,2794
2016,2,Santa Cruz,44254,38530,3237,162,2325
2016,2,Santa Fe,741843,645875,54264,2723,38981
2016,2,Santiago del Estero,66024,57484,4829,242,3469
2016,2,Tierra del Fuego,37976,33064,2778,139,1995
2016,2,Tucumán,210228,183031,15378,772,11047
2016,1,Buenos Aires,4872542,4259081,343205,18007,252249
2016,1,Capital Federal,1608800,1406249,113318,5946,83287
2016,1,Catamarca,38665,33797,2723,143,2002
2016,1,Chaco,102077,89226,7190,377,5284
2016,1,Chubut,122592,107157,8635,453,6347
2016,1,Córdoba,702744,614267,49499,2597,36381
2016,1,Corrientes,102049,89201,7188,377,5283
2016,1,Entre Ríos,223126,195034,15716,825,11551
2016,1,Formosa,41139,35959,2898,152,2130
2016,1,Jujuy,56418,49314,3974,209,2921
2016,1,La Pampa,83364,72868,5872,308,4316
2016,1,La Rioja,37770,33015,2660,140,1955
2016,1,Mendoza,381118,333135,26845,1408,19730
2016,1,Misiones,115189,100687,8113,426,5963
2016,1,Neuquén,101846,89023,7174,376,5273
2016,1,Río Negro,145598,127267,10255,538,7538
2016,1,Salta,139346,121802,9815,515,7214
2016,1,San Juan,114113,99745,8038,422,5908
2016,1,San Luis,53797,47024,3789,199,2785
2016,1,Santa Cruz,47233,41286,3327,175,2445
2016,1,Santa Fe,741856,648454,52254,2742,38406
2016,1,Santiago del Estero,64481,56363,4542,238,3338
2016,1,Tierra del Fuego,38952,34047,2744,144,2017
2016,1,Tucumán,211561,184925,14902,782,10952
2015,4,Buenos Aires,4713888,3960199,474122,16615,262952
2015,4,Capital Federal,1572421,1321012,158154,5542,87713
2015,4,Catamarca,39268,32990,3950,138,2190
2015,4,Chaco,103362,86836,10396,364,5766
2015,4,Chubut,110994,93247,11164,391,6192
2015,4,Córdoba,721431,606084,72561,2543,40243
2015,4,Corrientes,107615,90409,10824,379,6003
2015,4,Entre Ríos,228781,192202,23011,806,12762
2015,4,Formosa,41567,34920,4181,147,2319
2015,4,Jujuy,56957,47850,5729,201,3177
2015,4,La Pampa,79736,66987,8020,281,4448
2015,4,La Rioja,38574,32406,3880,136,2152
2015,4,Mendoza,361160,303416,36325,1273,20146
2015,4,Misiones,111733,93868,11238,394,6233
2015,4,Neuquén,108302,90986,10893,382,6041
2015,4,Río Negro,135095,113495,13588,476,7536
2015,4,Salta,141131,118566,14195,497,7873
2015,4,San Juan,104387,87697,10499,368,5823
2015,4,San Luis,53012,44536,5332,187,2957
2015,4,Santa Cruz,52927,44465,5323,187,2952
2015,4,Santa Fe,758242,637008,76264,2673,42297
2015,4,Santiago del Estero,68531,57573,6893,242,3823
2015,4,Tierra del Fuego,35528,29848,3573,125,1982
2015,4,Tucumán,213717,179546,21496,753,11922
2015,3,Buenos Aires,4713132,3922463,513849,16521,260299
2015,3,Capital Federal,1627395,1354386,177427,5704,89878
2015,3,Catamarca,39243,32660,4278,138,2167
2015,3,Chaco,107211,89225,11689,376,5921
2015,3,Chubut,110101,91630,12004,386,6081
2015,3,Córdoba,727761,605673,79344,2551,40193
2015,3,Corrientes,110808,92219,12081,388,6120
2015,3,Entre Ríos,235242,195778,25647,825,12992
2015,3,Formosa,41803,34789,4558,147,2309
2015,3,Jujuy,56787,47261,6191,199,3136
2015,3,La Pampa,78651,65456,8575,276,4344
2015,3,La Rioja,38651,32167,4214,135,2135
2015,3,Mendoza,358373,298253,39072,1256,19792
2015,3,Misiones,113211,94219,12343,397,6252
2015,3,Neuquén,98784,82212,10770,346,5456
2015,3,Río Negro,133855,111399,14594,469,7393
2015,3,Salta,141105,117433,15384,495,7793
2015,3,San Juan,103306,85976,11263,362,5705
2015,3,San Luis,53069,44166,5786,186,2931
2015,3,Santa Cruz,60005,49939,6542,210,3314
2015,3,Santa Fe,766859,638212,83607,2688,42352
2015,3,Santiago del Estero,69165,57562,7541,242,3820
2015,3,Tierra del Fuego,35152,29256,3832,123,1941
2015,3,Tucumán,213481,177668,23275,748,11790
2015,2,Buenos Aires,4665956,3872029,515120,16074,262733
2015,2,Capital Federal,1654650,1373106,182673,5700,93171
2015,2,Catamarca,39141,32481,4321,135,2204
2015,2,Chaco,104243,86506,11508,359,5870
2015,2,Chubut,107612,89302,11880,371,6059
2015,2,Córdoba,724175,600954,79949,2495,40777
2015,2,Corrientes,108530,90063,11982,374,6111
2015,2,Entre Ríos,229823,190718,25372,792,12941
2015,2,Formosa,41848,34728,4620,144,2356
2015,2,Jujuy,56443,46840,6231,194,3178
2015,2,La Pampa,78106,64816,8623,269,4398
2015,2,La Rioja,38903,32283,4295,134,2191
2015,2,Mendoza,350326,290717,38676,1207,19726
2015,2,Misiones,110526,91719,12202,381,6224
2015,2,Neuquén,97708,81082,10787,337,5502
2015,2,Río Negro,131424,109062,14509,453,7400
2015,2,Salta,140955,116971,15561,486,7937
2015,2,San Juan,100775,83628,11126,347,5674
2015,2,San Luis,52860,43866,5836,182,2976
2015,2,Santa Cruz,58897,48876,6502,203,3316
2015,2,Santa Fe,764496,634414,84400,2634,43048
2015,2,Santiago del Estero,70102,58175,7739,241,3947
2015,2,Tierra del Fuego,34186,28369,3774,118,1925
2015,2,Tucumán,212182,176078,23425,731,11948
2015,1,Buenos Aires,4801996,3979224,540095,17562,265115
2015,1,Capital Federal,1634130,1354140,183795,5976,90219
2015,1,Catamarca,39142,32436,4402,143,2161
2015,1,Chaco,104250,86388,11725,381,5756
2015,1,Chubut,104281,86414,11729,381,5757
2015,1,Córdoba,729084,604164,82002,2666,40252
2015,1,Corrientes,108534,89938,12207,397,5992
2015,1,Entre Ríos,229839,190458,25851,841,12689
2015,1,Formosa,41854,34683,4707,153,2311
2015,1,Jujuy,56446,46775,6349,206,3116
2015,1,La Pampa,76862,63693,8645,281,4243
2015,1,La Rioja,38902,32237,4375,142,2148
2015,1,Mendoza,339093,280993,38139,1240,18721
2015,1,Misiones,110526,91589,12431,404,6102
2015,1,Neuquén,96099,79633,10809,351,5306
2015,1,Río Negro,127343,105523,14323,466,7031
2015,1,Salta,140946,116796,15853,515,7782
2015,1,San Juan,98340,81490,11061,360,5429
2015,1,San Luis,52039,43123,5853,190,2873
2015,1,Santa Cruz,57685,47801,6488,211,3185
2015,1,Santa Fe,766506,635174,86211,2803,42318
2015,1,Santiago del Estero,70101,58091,7884,256,3870
2015,1,Tierra del Fuego,33423,27697,3759,122,1845
2015,1,Tucumán,212265,175896,23874,776,11719
2014,4,Buenos Aires,4463139,3680053,509659,15264,258163
2014,4,Capital Federal,1615174,1331781,184442,5524,93427
2014,4,Catamarca,39423,32506,4502,135,2280
2014,4,Chaco,105378,86890,12033,360,6095
2014,4,Chubut,99562,82093,11369,341,5759
2014,4,Córdoba,731926,603505,83581,2503,42337
2014,4,Corrientes,105219,86758,12015,360,6086
2014,4,Entre Ríos,230049,189685,26270,787,13307
2014,4,Formosa,42133,34741,4811,144,2437
2014,4,Jujuy,56456,46550,6447,193,3266
2014,4,La Pampa,73063,60244,8343,250,4226
2014,4,La Rioja,39162,32291,4472,134,2265
2014,4,Mendoza,327635,270148,37414,1121,18952
2014,4,Misiones,111784,92171,12765,382,6466
2014,4,Neuquén,93902,77426,10723,321,5432
2014,4,Río Negro,123365,101720,14087,422,7136
2014,4,Salta,141211,116435,16125,483,8168
2014,4,San Juan,95135,78443,10864,325,5503
2014,4,San Luis,51237,42247,5851,175,2964
2014,4,Santa Cruz,41523,34237,4742,142,2402
2014,4,Santa Fe,770455,635273,87981,2635,44566
2014,4,Santiago del Estero,70523,58150,8053,241,4079
2014,4,Tierra del Fuego,32912,27137,3758,113,1904
2014,4,Tucumán,212990,175620,24322,728,12320
2014,3,Buenos Aires,4405762,3631816,500343,14902,258701
2014,3,Capital Federal,1607082,1324771,182509,5436,94366
2014,3,Catamarca,39453,32522,4481,133,2317
2014,3,Chaco,105864,87267,12023,358,6216
2014,3,Chubut,98074,80845,11138,332,5759
2014,3,Córdoba,733130,604343,83258,2480,43049
2014,3,Corrientes,105505,86971,11982,357,6195
2014,3,Entre Ríos,230563,190061,26184,780,13538
2014,3,Formosa,42310,34878,4805,143,2484
2014,3,Jujuy,56366,46464,6401,191,3310
2014,3,La Pampa,72155,59480,8194,244,4237
2014,3,La Rioja,39373,32457,4471,133,2312
2014,3,Mendoza,320228,263975,36367,1083,18803
2014,3,Misiones,111998,92324,12719,379,6576
2014,3,Neuquén,92775,76477,10536,314,5448
2014,3,Río Negro,121350,100033,13781,410,7126
2014,3,Salta,141312,116488,16048,478,8298
2014,3,San Juan,93056,76709,10568,315,5464
2014,3,San Luis,50779,41858,5767,172,2982
2014,3,Santa Cruz,41015,33810,4658,139,2408
2014,3,Santa Fe,772744,636998,87757,2614,45375
2014,3,Santiago del Estero,70719,58296,8031,239,4153
2014,3,Tierra del Fuego,32698,26954,3713,111,1920
2014,3,Tucumán,212958,175548,24185,720,12505
2014,2,Buenos Aires,4379382,3610509,492119,14373,262381
2014,2,Capital Federal,1602485,1321143,180074,5259,96009
2014,2,Catamarca,39351,32442,4422,129,2358
2014,2,Chaco,102310,84347,11497,336,6130
2014,2,Chubut,97603,80467,10968,320,5848
2014,2,Córdoba,737107,607696,82830,2419,44162
2014,2,Corrientes,102628,84609,11533,337,6149
2014,2,Entre Ríos,223774,184487,25146,734,13407
2014,2,Formosa,42246,34829,4747,139,2531
2014,2,Jujuy,56187,46323,6314,184,3366
2014,2,La Pampa,72837,60049,8185,239,4364
2014,2,La Rioja,39474,32543,4436,130,2365
2014,2,Mendoza,320351,264109,35998,1051,19193
2014,2,Misiones,110906,91434,12463,364,6645
2014,2,Neuquén,92792,76501,10427,305,5559
2014,2,Río Negro,121250,99963,13625,398,7264
2014,2,Salta,141122,116346,15858,463,8455
2014,2,San Juan,92439,76210,10388,303,5538
2014,2,San Luis,51093,42123,5741,168,3061
2014,2,Santa Cruz,40728,33577,4577,134,2440
2014,2,Santa Fe,767767,632973,86275,2520,45999
2014,2,Santiago del Estero,70616,58218,7935,232,4231
2014,2,Tierra del Fuego,32631,26902,3667,107,1955
2014,2,Tucumán,211913,174709,23813,695,12696
2014,1,Buenos Aires,4385408,3622153,488810,14179,260266
2014,1,Capital Federal,1604914,1325588,178888,5189,95249
2014,1,Catamarca,39318,32476,4382,127,2333
2014,1,Chaco,102435,84607,11418,331,6079
2014,1,Chubut,97607,80618,10880,316,5793
2014,1,Córdoba,741515,612460,82651,2397,44007
2014,1,Corrientes,102607,84748,11437,332,6090
2014,1,Entre Ríos,223508,184607,24913,723,13265
2014,1,Formosa,42201,34856,4704,136,2505
2014,1,Jujuy,55953,46214,6237,181,3321
2014,1,La Pampa,72038,59500,8030,233,4275
2014,1,La Rioja,39625,32728,4417,128,2352
2014,1,Mendoza,320413,264647,35714,1036,19016
2014,1,Misiones,111018,91696,12374,359,6589
2014,1,Neuquén,92732,76593,10336,300,5503
2014,1,Río Negro,121289,100180,13519,392,7198
2014,1,Salta,140841,116328,15699,455,8359
2014,1,San Juan,92461,76369,10306,299,5487
2014,1,San Luis,51097,42205,5695,165,3032
2014,1,Santa Cruz,40625,33555,4528,131,2411
2014,1,Santa Fe,770361,636284,85867,2491,45719
2014,1,Santiago del Estero,70717,58409,7882,229,4197
2014,1,Tierra del Fuego,32631,26951,3637,106,1937
2014,1,Tucumán,210917,174209,23509,682,12517
